"code","name","address","phone","email","contact_name","contact_phone","payment_method_id","departament_id","town_id","prefix_origin","employee_id"
"XCO-10","OKASA HOGAR Y VARIEDADES","","5997-6235","","","","1","1","1","","4"
"XCO-11","DISTRIBUIDORA GABRIELA","","4768-6751","","","","1","1","1","","4"
"XCO-17","NOE ANTONIO MARTINEZ SAMAYOA","","5709-4394","","","","1","1","1","","4"
"XCO-27","MAKSA","","2334-0716","","","","1","1","1","","4"
"XCO-28","ARNULFA HERNANDEZ","","5821-0111","","","","1","1","1","","4"
"XCO-35","MIRNA GONZALEZ","","4041-7337","","","","1","1","1","","4"
"GUA-8","ALDOS DE ITALIA S,A.","","2433-0725","","","","3","1","1","","4"
"XCO-509","FARMACIA PAZ RODRIGUEZ VALDEZ  S,A.","","4602-1895","","","","1","1","1","","4"
"GUA-508","EXPORTADORA ENLASA S,A.","","2328-1800","","","","3","1","1","","4"
"XCO-509","FARMACIA PAZ RODRIGUEZ VALDEZ  S,A.","","4602-1895","","","","1","1","1","","4"
"XCO-510","SOFI COSMETICOS","","5077-5150","","","","1","1","1","","4"
"XCO-511","EDWIN DIAZ","","4653-6364","","","","1","1","1","","4"
"XCO-512","EDITORIAL SENDA DE VIDA","","2440-7678","","","","1","1","1","","4"
"XCO-513","FERNANDA DE LEON","","5591-7260","","","","1","1","1","","4"
"XCO-514","EDWIN LOPEZ","","4426-0187","","","","1","1","1","","4"
"XCO-515","ODALIS DIAZ","","5381-1609","","","","1","1","1","","4"
"XCO-516","MARIA FERNANDA SALVATIERRA","","5641-8411","","","","1","1","1","","4"
"XCO-517","AZUL TURQUESA","","2258-8268","","","","1","1","1","","4"
"CON-518","AZUL TURQUESA","","2258-8268","","","","2","1","1","","4"
"XCO-519","HELLEN SOSA","","5744-1253","","","","1","1","1","","4"
"XCO-520","IRMA CARINA PALMA NOVA","","5807-7562","","","","1","1","1","","4"
"XCO-521","ASGREN","","5933-8543","","","","1","1","1","","4"
"XCO-522","CHINA DEPOT","","4445-5558","","","","1","1","1","","4"
"XCO-523","TU ESTILO","","4257-5832","","","","1","1","1","","4"
"XCO-86","CAPAS CICLON","","2285-0114","","","","1","1","1","","4"
"XCO-20","ECOINNOVACIONES","","3513-2923","","","","1","1","1","","4"
"XCO-21","BEAUTY STEEL","","2476-6507","","","","1","1","1","","4"
"XCO-23","POLAIRE","","2293-9008","","","","1","1","1","","4"
"XCO-51","DE TODO PARA TUS MOÐOS GT","","4223-9173","","","","1","1","1","","4"
"CON-524","ALMACEN CENTRO TELAS // TISSU S,A.","","2230-1292 // 2230-6674","","","","2","1","1","","4"
"XCO-525","GOLDEN PLATE","","5495-9047","","","","1","1","1","","4"
"XCO-526","MARGARITA BENEDETTI","","3013-3544","","","","1","1","1","","4"
"CON-527","DISTRIBUIDORA FABY","","2253-7775","","","","2","1","1","","4"
"XCO-528","CUERINAS Y TAPICES","","5700-2626","","","","1","1","1","","4"
"XCO-529","S.Y.F SUPLIES","","5918-3173","","","","1","1","1","","4"
"XCO-530","GRUPO TEXTIL GUATEMALA","","5105-8523","","","","1","1","1","","4"
"XCO-531","IMPORTADORA SURTIPARTES","","2471-4912","","","","1","1","1","","4"
"CON-532","FASHIONISTA/WALLQUIRIA","","5336-5743","","","","2","1","1","","4"
"XCO-533","MAQUIPARTS S,A.","","2220-9726","","","","1","1","1","","4"
"XCO-534","SABORES COSCO DE GUATEMALA S,A.","","2500-5600","","","","1","1","1","","4"
"XCO-535","MAXICAR","","5841-4663","","","","1","1","1","","4"
"XCO-536","ALMACEN EL CISNE BLANCO","","2253-8593","","","","1","1","1","","4"
"XCO-537","ALMACEN SELENA","","2220-9456","","","","1","1","1","","4"
"XCO-538","REGEPLAST","","2312-9000","","","","1","1","1","","4"
"XCO-539","VANESA PALMA","","4079-8157","","","","1","1","1","","4"
"XCO-540","SOLPRO S,A.","","6635-2163","","","","1","1","1","","2"
"XCO-541","IMPORTADORA Y EXPORTADORA ROQUESA","","6676-5361","","","","1","1","1","","4"
"XCO-542","VIVERO JAHS GARDEN","","3082-8689","","","","1","1","1","","4"
"XCO-543","ALMACEN EL PUNTO","","2220-4851","","","","1","1","1","","4"
"XCO-544","URBANIZADORA VALLE DE ORIENTE S,A.","","5521-7605","","","","1","1","1","","4"
"XCO-545","NOBLESE","","2230-2583","","","","1","1","1","","4"
"GUA-546","SOLMER","","2251-3011","","EUGENIA SOLIS","","3","1","1","","4"
"GUA-547","TRANSPORTES WHITE // WALTER WRIGHT S,A.","","6610-0300","","","","3","1","1","","4"
"XCO-548","MIA SECRET//JL INTERNACIONAL S,A","","4114-8129","","","","1","1","1","","1"
"CON-549","GRUPO CUSTOM","","2217-6100","","","","2","1","1","","4"
"XCO-550","EDDY LEM","","2326-9200","","","","1","1","1","","4"
"XCO-551","OLINE FEMME","","4035-0662","","","","1","1","1","","4"
"XCO-552","INTER CONTINENTAL IMPEX  S,A.","","2220-6259","","","","1","1","1","","4"
"XCO-553","DISTRIBUIDORA DE GUATEMALA","","2221-0548","","","","1","1","1","","4"
"XCO-554","ALMACEN TODO EL MUNDO","","2253-6782","","","","1","1","1","","4"
"XCO-555","WONMI","","5704-4884","","","","1","1","1","","4"
"XCO-556","ALMACEN EL GANADOR","","5372-1234","","","","1","1","1","","4"
"XCO-558","DISTRIBUIDORA FLORIDA","","3667-4352","","","","1","1","1","","4"
"XCO-559","IMPORTADORA INTERPACAS // JASMIN URIAS","","4773-9110","","","","1","1","1","","4"
"XCO-560","IMPORTADORA HIFARGO S,A.","","2251-8414","","","","1","1","1","","4"
"XCO-561","DISTRIBUIDORA NOVATEX S,A.","","2253-7717","","","","1","1","1","","4"
"XCO-562","BIOMERCANTIL  S,A.","","6620-5830","","","","1","1","1","","4"
"XCO-563","FACONTEX","","2221-3500","","","","1","1","1","","4"
"XCO-564","COLECCION TEXTIL / DAVID GALVEZ","","3012-1249","","","","1","1","1","","4"
"XCO-565","IMPORTADORA BARTOLA","","4943-7065","","","","1","1","1","","4"
"CON-566","WILBER LOPEZ / PELETERIA GENESIS","","5575-7326","","","","2","1","1","","4"
"CON-568","VINICOLA CENTROAMERICANA S,A.","","2315-7000","","","","2","1","1","","4"
"XCO-567","UNIMARK","","2442-3483","","","","1","1","1","","4"
"XCO-569","REFAMA REPUESTOS S,A.","","6635-4386","","","","1","1","1","","4"
"XCO-570","RUJAF S,A.","","6635-4569","","","","1","1","1","","4"
"XCO-571","MANANTIAL DE LA CULTURA S,A.","","2238-6100","","","","1","1","1","","4"
"XCO-572","ALMACEN EL CISNE","","5462-1813//57682232","","","","1","1","1","","4"
"XCO-573","ALMACEN LI","","2238-2606","","","","1","1","1","","4"
"XCO-574","MARIEL RODAS // KAIROS","","4230-7388","","","","1","1","1","","4"
"XCO-575","INCOMER","","2295-9982","","","","1","1","1","","4"
"XCO-576","GLOBAL IMPORTADORA EBEN EZER","","2253-2117","","","","1","1","1","","4"
"XCO-577","EL NAYLON S,A.","","2253-5402","","","","1","1","1","","4"
"CON-578","INCOMER","","2295-9982","","","","2","1","1","","4"
"XCO-579","CHIPS","","6664-5151","","","","1","1","1","","4"
"XCO-580","KASLEMAL","","4481-1563","","","","1","1","1","","4"
"CON-581","CONFECCIONES JHON ALBERT","","5359-8364","","","","2","1","1","","4"
"XCO-582","ALMACEN NUMERO UNO","","2232-1067","","","","1","1","1","","4"
"XCO-583","WAN XIN","","2221-0405","","","","1","1","1","","4"
"XCO-584","VARIEDADES ARCO IRIS","","5706-7600","","","","1","1","1","","4"
"XCO-585","SUPER REPUESTOS ADVANCE  S,.A.","","4211-5945","","","","1","1","1","","4"
"XCO-586","ALENRO","","2225-0400","","","","1","1","1","","4"
"XCO-587","CARGAS UNIVERSALES","","2253-0796","","","","1","1","1","","4"
"GUA-588","MILLENIUM","","2445-4422","","","","3","1","1","","3"
"XCO-589","DOS MARES S,A.","","2228-6837","","","","1","1","1","","4"
"XCO-590","LOPSA","","5300-2919","","","","1","1","1","","4"
"XCO-591","ABRIAS IMPORT","","5038-1310","","","","1","1","1","","4"
"XCO-592","GOLD STAR","","5036-2452","","","","1","1","1","","4"
"XCO-593","IMPORTADORA SACA S,A.","","2232-8938","","","","1","1","1","","4"
"XCO-595","SOLUCIONES PARA MUEBLES  S,A.","","2229-2900","","","","1","1","1","","4"
"XCO-596","IMPORTADORA QUIÐONEZ","","2440-5993","","","","1","1","1","","4"
"XCO-597","DISTRIBUCIONES INDUSTRIALES VARIABLES S,A.","","6637-5282","","","","1","1","1","","4"
"XCO-598","RESORTES UNIVERSALES","","5206-1238","","","","1","1","1","","4"
"XCO-599","SAGRAN //CEGUREX","","2230-4438","","","","1","1","1","","4"
"GUA-594","MEDICIN FARMACEUTICA S,A.","","2202-8383","","","","3","1","1","","1"
"XCO-600","ROGER ALECIO","","7736-3960","","","","1","1","1","","4"
"XCO-601","PLASTICS AND MOLDS S,A.","","3009-8652","","","","1","1","1","","4"
"XCO-602","CAFE BAR GUATEMALA","","2311-3300","","","","1","1","1","","4"
"XCO-603","JEANS COLOMBIA 502","","4116-5881","","","","1","1","1","","4"
"XCO-604","MODA CASASOLA","","4102-9463","","","","1","1","1","","4"
"XCO-605","FRAGANCIAS EXPRESS GT","","4444-9667","","","","1","1","1","","4"
"XCO-606","LATINA""S FASHION S,A.","","2230-4755","","","","1","1","1","","4"
"XCO-607","CORPORACION NOVIEMBRE  NUEVE S,A.","","2304-4100","","","","1","1","1","","4"
"XCO-608","CONCRETOS Y MATERIALES","","4861-6713","","","","1","1","1","","4"
"CON-609","EL SHAMS","","4126-4669","","","","2","1","1","","4"
"XCO-610","EL SHAMS","","4126-4669","","","","1","1","1","","4"
"XCO-612","ELECTRONICO AVP","","5038-1310","","","","1","1","1","","4"
"XCO-613","MYNOR MENCHU","","50989-9943","","CIUDAD","","1","1","1","","4"
"XCO-614","LACETEX","","2226-3300","","","","1","1","1","","4"
"XCO-615","EUROSUELAS","","2230-3935","","","","1","1","1","","4"
"XCO-616","VARIEDADES MELGAR /// ALEJANDRA MELGAR","","5549-9469","","","","1","1","1","","4"
"XCO-617","ZANTMARO EDICIONES S,A","","2474-8620","","","","1","1","1","","4"
"XCO-618","CHAPINITA 502 // LUU MONTE","","5136-9048","","","","1","1","1","","4"
"XCO-611","BONITA GT","","4581-8042","","","","1","1","1","","4"
"GUA-619","MANANTIAL DE LA CULTURA S,A.","","2238-6100","","LIDIA ARANA","","3","1","1","","4"
"CON-620","SHURA TECNOLOGIA","","5459-9640","","","","2","1","1","","4"
"CON-621","CLINICA MEDICA Y LABORATORIO DE PATOLOGIA Y CITOLOGIA EXFOLIATIVA","","2230-0031","","","","2","1","1","","4"
"XCO-623","SISTEMAS INTERACTIVOS","","5594-8163","","FILOMENA TZUY","","1","1","1","","4"
"XCO-624","PROINCA S,A.A","","2251-5318","","","","1","1","1","","4"
"XCO-625","INDUSTRIAS PAMARCO S,A.A","","2253-4313","","","","1","1","1","","4"
"XCO-626","MY HOME","","4477-6242","","","","1","1","1","","4"
"XCO-627","FIESTA KANU","","2230-4673","","","","1","1","1","","4"
"XCO-628","JOSE JEREZ // DISTRIBUIDORA JIREH","","4763-1659","","","","1","1","1","","4"
"CON-629","JOSE JEREZ//DISTRIBUIDORA JIREH","","4763-1659","","","","2","1","1","","4"
"XCO-630","LOURDES LOPEZ","","5578-3885","","","","1","1","1","","4"
"XCO-631","EVER GONZALEZ","","5345-3952","","","","1","1","1","","4"
"XCO-632","WILMER LOPEZ","","5989-9233","","","","1","1","1","","4"
"XCO-633","PANDA COLOR","","2507-9500","","","","1","1","1","","4"
"XCO-634","DISTRIBUCIONES Y REPRESENTACIONES IBEROAMERICANAS","","2444-4500","","NELY","","1","1","1","","4"
"PRE-635","LIBROS RESTAURACION","","7821-5069","","NIT 8900961-4","","4","1","1","","3"
"XCO-636","KANU S,A.","","2508-2052","","HENRY CAAL","","1","1","1","","4"
"XCO-637","PRODUCTOS ILIMITADOS","","3230-1308","","MANUEL MENDEZ","","1","1","1","","4"
"XCO-638","INGRID LEON","","2220-6490","","INGRID LEON","","1","1","1","","4"
"XCO-639","ALMACEN LA PALMA","","2232-1109","","RUTH CORTEZ","","1","1","1","","4"
"XCO-640","SHEILY CASTAÐEDA","","5570-6189","","SHEILY CASTAÐEDA","","1","1","1","","4"
"XCO-641","LOPEZ EXPRESS","","5517-4116","","WILLIAMS LOPEZ","","1","1","1","","4"
"CON-643","ZAFRA GUATE","","4725-3064","","JOSUE HURTADO","","2","1","1","","4"
"XCO-644","MUEBLE CENTER","","5872-5244","","","","1","1","1","","4"
"XCO-645","ISABEL CHAVEZ","","4769-2788","","","","1","1","1","","4"
"PRE-646","ASGREN","","5933-8543","","","","4","1","1","","4"
"XCO-647","VARIEDADES BERACA","","5895-2884","","","","1","1","1","","4"
"XCO-648","REPUESTOS SAN JOSE // SERVICIOS MERCANTILES DE CENTRO AMERICA","","2324-7535","","","","1","1","1","","4"
"XCO-649","IMPORTADORA Y DISTRIBUIDORA MAHANAIM","","2329-4700","","","","1","1","1","","4"
"XCO-650","BOX SECURITY","","2234-6801","","","","1","1","1","","4"
"CON-651","MULTIPRODUCTOS HOSPITALARIOS E INDUSTRIALES S,A.","","2316-8904","","","","2","1","1","","1"
"XCO-652","DURAGUATE","","2431-4481","","HENRY","","1","1","1","","4"
"CON-653","DURAGUATE","","2431-4481","","HENRY","","2","1","1","","4"
"XCO-655","INDUSTRIAL CHEMICAL PRODUCTS","","2382-0900","","JUDITH MORAN","","1","1","1","","4"
"XCO-656","DECORAFLORES","","7872-3763","","VIVIAN MIRON","","1","1","1","","4"
"XCO-657","JOLIVER MORALES","","5920-9229","","JOLIVER MORALES","","1","1","1","","4"
"XCO-658","EVELING MALDONADO","","5699-5211","","EVELING MALDONADO","","1","1","1","","4"
"CON-659","GANORSA","","5907-4012","","CESAR MORALES","","2","1","1","","4"
"XCO-660","LIBRERIA Y PAPELERIA EMELY","","5560-2837","","RAQUEL CASTRO","","1","1","1","","4"
"CON-661","DENISE RODRIGUEZ","","5828-3975","","DENISE RODRIGUEZ","","2","1","1","","4"
"XCO-662","DISTRONIC","","7771-1446","","JONY GAMBOA","","1","1","1","","4"
"CON-663","LABORATORIO LASANA","","2292-1702","","NANCY CASTILLO","","2","1","1","","4"
"CON-664","DISTRIBUIDORA LAS MERCEDES","","5017-0377","","","","2","1","1","","4"
"XCO-665","JOYERIA Y DETALLES GUATEMALA","","4537-6001","","","","1","1","1","","4"
"XCO-666","MUNDO MATERNAL GUATEMALA","","5665-3111","","","","1","1","1","","4"
"XCO-667","ARPROSI","","2219-6974","","YOHANA","","1","1","1","","4"
"CON-668","CORPORACION PLASTICOS","","5128-6321","","FERNANDO P.","","2","1","1","","4"
"XCO-669","TELAS LAFAYETTE DE GUATEMALA","","2228-6095","","KAREN BORRAYO","","1","1","1","","3"
"GUA-670","OFIMEDIC","","2432-8626","","CARLOS SOLORZANO","","3","1","1","","4"
"XCO-671","COMERCIALIZADORA J.A. VASQUEZ","","4497-5242","","","","1","1","1","","4"
"GUA-672","CINTAMAX","","2319-0505","","BRIA RODOLFO BARRIIOS QUEVEDO","","3","1","1","","4"
"XCO-673","TUBELITE S,A","","2326-8400","","ANDRES CARIAS","","1","1","1","","4"
"XCO-674","SAUL HERNANDEZ","","4479-2552","","TANIA PORTALES","","1","1","1","","4"
"XCO-675","LA PARFUMERIE","","5599-6356","","CINTHIA AGUILAR","","1","1","1","","4"
"XCO-676","ELDER DE LA CRUZ / ETIKA","","4768-0454","","ELDER DE LA CRUZ","","1","1","1","","4"
"XCO-677","TEMSA","","2334-3484","","ONOFRE PAREDES","","1","1","1","","4"
"XCO-678","DISLASA","","2491-2222","","MARTA GUZMAN","","1","1","1","","4"
"XCO-680","FERRETERIA ARREOLA","","2233-7498","","CARLOS JOSUE ARREOLA ILLESCAS","","1","1","1","","4"
"GUA-681","CORPORACION ANSARO","","2216-2727","","CAREN LEON ARCHILA","","3","1","1","","3"
"CON-682","DISTRIBUIDORA DEL CARIBE  DE GUATEMALA","","2253-3926","","","","2","1","1","","4"
"XCO-683","DISTRIBUIDORA DEL CARIBE DE GUATEMALA","","2553-3926","","","","1","1","1","","4"
"XCO-684","TECNIFIL","","2509-2149","","TECNIFIL","","1","1","1","","4"
"CON-685","TECNIFIL","","2509-2149","","","","2","1","1","","4"
"XCO-686","ARAD IMPORTADORA // PLATINUM 365","","4640-5474","","WENDY YANES","","1","1","1","","4"
"CON-687","ARAD IMPORTADORA // PLATINUM 365","","4640-5474","","WENDY YANES","","2","1","1","","4"
"ESC-688","IMPORTADORA NORTE","","2477-2400","","","","3","1","1","","3"
"GUA-689","DISTRIBUIDORA R Y R","","6629-2810","","ROBERTO MORATAYA","","3","1","1","","3"
"GUA-690","ADIR INTERNACIONAL DE GUATEMALA, CIA, LTDA","","2433-9614","","MANUEL URIZAR","","3","1","1","","4"
"XCO-691","INCOVA","","5482-6569","","JULIA VASQUEZ","","1","1","1","","3"
"XCO-692","LABORATORIO CALIDAD QUIMICA S,A.","","","","","","1","1","1","","4"
"XCO-693","MAYOREO D Y T","","5472-5924","","DARLIN VASQUEZ","","1","1","1","","4"
"CON-694","IMPORTACIONES D Y T","","5472-5924","","DARLIN VASQUEZ","","2","1","1","","4"
"XCO-695","WACHALAL //FUENTES DEL ESTILO S,A.","","2208-3434","","ADRIANA CASTILLO","","1","1","1","","3"
"CON-696","XC FASHION","","","","MARIO GOMEZ","","2","1","1","","4"
"XCO-697","XC FASHION","","","","MARIO GOMES","","1","1","1","","4"
"CON-698","FARMACEUTICA MAR, S.A.","","2490-3535","","","","2","1","1","","3"
"XCO-699","CALZADO RAQUEL","","4261-5835","","EDELMA RAQUEL MAYEN","","1","1","1","","4"
"GUA-700","FOYER GUATEMALA, S,A.","","2217-0606","","GERARDO ARMANDO MORALES","","3","1","1","","4"
"XCO-701","GUATE COSAS","","4741-1795","","LOURDES DIAZ","","1","1","1","","4"
"PRE-702","IMPORTADORA Y EXPORTADORA MARROQUIN","","4769-7701","","EDUARDO MARROQUIN","","4","1","1","","4"
"PRE-703","VELVETH PALMA","","5579-9217","","","","4","1","1","","3"
"PRE-704","IMPOMARCAS","","5015-6835","","","","4","1","1","","3"
"PRE-705","A LA MODA GT","","5633-8386","","KELLY DE PAZ","","4","1","1","","3"
"GUA-706","COMERCIALIZADORA BIOAGRO","","2212-4583","","LUCRECIA GALICIA","","3","1","1","","3"
"XCO-707","DE TODO PARA EL CABELLO","","","","","","1","1","1","","3"
"XCO-708","DALIA MUÐOZ","","4009-9195","","","","1","1","1","","3"
"PRE-709","PRODUCTOS VAISER","","5731-2221","","","","4","1","1","","3"
"XCO-710","CARLOS GIRON // CROCS GIRON","","4199-5857","","","","1","1","1","","4"
"XCO-711","SURJA","","7889-3026","","JAYRON ALBERTO MARROQUIN MURALLES","","1","1","1","","4"
"CON-712","PESAS CASERAS GT","","5574-9665","","ANDREA GODINEZ","","2","1","1","","4"
"XCO-713","PESAS CASERAS GT","","5574-9665","","ANDREA GODINEZ","","1","1","1","","4"
"XCO-714","WORLD OF THE FASHION /// LOVE DELUXE","","58123539","","CARLOS MAURICIO HURTADO // FLORIDALMA RAMOS","","1","1","1","","3"
"XCO-716","TEXTILES Y TELAS S,A.// TEXTELA","","2232-4941","","ALEJANDRO AGUILAR","","1","1","1","","4"
"XCO-717","ALMACEN GUANA CHAPIN","","4936-8955","","GLORIA ESTELA CRUZ ALDANA","","1","1","1","","4"
"XCO-719","LA CASA DE LOS HILOS","","5016-0822","","FLORY PECHE","","1","1","1","","4"
"XCO-721","ALMACEN FELIZ","","58915800","","JULIO CHOCON","","1","1","1","","4"
"CON-722","GUILLERMO VALENZUELA","","5000-2520","","GUILLERMO VALENZUELA","","2","1","1","","4"
"XCO-723","EMMA MARCOLFA ROMERO","","4770-2924","","EMMA MARCOLFA ROMERO","","1","1","1","","3"
"XCO-724","COMERCIAL EL CASTAÐO","","4175-5631","","PABLO CASTAÐON","","1","1","1","","4"
"XCO-720","LA PERLA","","3367-8183","","","","1","1","1","","4"
"XCO-726","KALA JOYERIA ONLINE","","5787-5211","","SINSY PAOLA CORTEZ  VASQUEZ","","1","1","1","","4"
"XCO-727","SANTIS SHOP","","5611-4089","","ROLANDO DE LEON","","1","1","1","","4"
"XCO-728","ACCESORIIOS BONITA","","4137-7646","","MADELIN YOHANA MOREJON SILIEZAR","","1","1","1","","4"
"XCO-729","ALBA CARDONA","","4721-7980","","ALBA CARDONA","","1","1","1","","4"
"XCO-730","EL MUNDO DE LAS FANTACIAS","","2220-3414","","MAYRA GONZALEZ","","1","1","1","","4"
"XCO-731","RENOVART GT","","4713-9426/5480-6367","","KIMBERLY ESCOBAR /FREDY RODAS","","1","1","1","","4"
"PRE-732","COMERCIALIZADORA BIOAGRO","","5574-9736","","ARMANDO DELGADO","","4","1","1","","4"
"PRE-733","COMERCIALIZADORA BIOAGRO","","5574-9736","","ARMANDO DELGADO","","4","1","1","","4"
"XCO-734","NANCY MELISSA OBREGON","","5692-5857","","NANCY OBREGON","","1","1","1","","4"
"XCO-735","LA TIENDA DE ALESSANDRO","","5516-2557","","IVANNA FAJARDO","","1","1","1","","4"
"XCO-736","VARIEDADES RD","","55914242","","FELIPE RAMIREZ","","1","1","1","","4"
"XCO-738","TENDENCIAS G.T. ROPA Y ACCESORIOS","","3060-3072/ 5944-7988","","NANCY REVOLORIO/ HEISY STEPHANIE CIFUENTES","","1","1","1","","4"
"XCO-739","SOFIA STORE Y TERNURITAS GT","","4444-6368/3614-5211","","FRANCISCO ABDIEL PEREZ / DINA RAQUEL ARMIRA","","1","1","1","","4"
"XCO-740","KATHERINE ONLINE STORE","","4597-9001","","KATERIN JOHANA DIAZ CASTILLO","","1","1","1","","4"
"XCO-742","ALMACEN LISSATEX","","4003-9312","","MAYRA CARRANZA","","1","1","1","","4"
"XCO-743","KERAFRUT","","4786-1303","","LUIS OROZCO","","1","1","1","","4"
"XCO-744","COMERCIALIZADORA JIREH M Y A S.A.","","5547-7969","","ALBERTO GONZALEZ","","1","1","1","","4"
"PRE-745","502 AUTO PARTS S,A.","","4135-1334","","","","4","1","1","","3"
"XCO-746","DISTRIBUIDORA COMERCIAL MORATAYA","","4026-2350","","JUAN ANTONIO MORATAYA ORANTES","","1","1","1","","4"
"XCO-747","CHANG┤S STORE","","5894-4778","","ALEJANDRA CHANG","","1","1","1","","4"
"XCO-748","DELICIAS LORENS","","4298-5740","","INGRID LORENA PEREZ MORALES","","1","1","1","","4"
"XCO-749","PACAMSA","","2508-2052","","MARIELENA DE CAAL","","1","1","1","","4"
"XCO-752","PACAMSA","","2508-2052","","MARIELENA DE CAAL","","1","1","1","","4"
"XCO-751","LIBRERIA ANDREA","","4113-5672","","BEVERLY ANDREA MORATAYA DE ESTRADA","","1","1","1","","4"
"XCO-743","KERAFRUT","","4786-1303","","LUIS OROZCO","","1","1","1","","4"
"XCO-753","MASHE STORE","","5341-6269","","MICHELLE SANDOVAL","","1","1","1","","4"
"GUA-8577","ANULADO","","ANULADO","","ANULADO","","3","1","1","","4"
"PRE-754","COSMIC TRADING COMPANY, S.A. / EL DRAGON LUCES CHINAS","","2472-5165","","BORIS DIEGUEZ","","4","1","1","","4"
"PRE-755","COSMIC TRADING COMPANY, S.A. / EL DRAGON LUCES CHINAS","","2472-5165","","BORIS DIEGUEZ","","4","1","1","","4"
"GUA-756","IMPORTADORA Y EXPORTADORA GIL. S.A.","","2382-8900","","EDGAR ROLANDO FLORES","","3","1","1","","4"
"GUA-757","IMPORTADORA Y EXPORTADORA GIL. S.A.","","2382-8900","","EDGAR ROLANDO FLORES","","3","1","1","","4"
"XCO-758","MAFER BOUTIQUE","","4696-1317","","ASTRID FABIOLA NAVARRO","","1","1","1","","4"
"XCO-759","LOYDA STORE","","3031-7795","","LOYDA EUNICE QUIROA MARROQUIN","","1","1","1","","4"
"CON-761","DISTRIBUIDORA DE PINTRUAS S.A.","","2362-5020","","ROLANDO LAPARRA","","2","1","1","","4"
"XCO-762","ACCESORIOS Y MODA MC","","4158-7794","","MARTHA CONSUELO ESCOBAR CHAPETON","","1","1","1","","4"
"XCO-763","AGROCOMERCIALIZADORA JEHOVA SHALON","","40048482","","DERVIN MAGDIEL AJCHUP LEMUS","","1","1","1","","4"
"CON-764","AGROCOMERCIALIZADORA JEHOVA SHALON","","40048482","","DERVIN MAGIDEL AJCHUP LEMUS","","2","1","1","","4"
"XCO-765","CELASA, INGENIERIA Y EQUIPOS, S.A.","","2215-3651 / 2270-7715","","IVAN CALDERON","","1","1","1","","4"
"GUA-766","CELASA, INGENIERIA Y EQUIPOS, S.A.","","2215-3651/2270-7715","","IVAN CALDERON","","3","1","1","","4"
"XCO-767","ZUCCHELLI ALPHA DE GUATEMALA, S.A.","","2390-9190/4167-6993","","SINDY CORADO","","1","1","1","","4"
"XCO-768","RUT STORE","","5634-6248","","RUT MARTINEZ","","1","1","1","","4"
"XCO-769","RENES MOX","","5942-5500","","OSCAR RENE XILOJ MOX","","1","1","1","","4"
"CON-770","RENES MOX","","5942-5500","","OSCAR RENE XILOJ MOX","","2","1","1","","4"
"XCO-771","TEXTILES Y CONFECCIONES ISAND","","5866-7627","","BRENDA ANALI CARDENAS RUANO","","1","1","1","","4"
"XCO-772","OPPY GT","","5569-7082","","EVELYN TEJEDA REYES","","1","1","1","","4"
"XCO-773","WOKIE STORE G.T.","","59540001","","ALEJANDRA GARCIA","","1","1","1","","4"
"XCO-774","GERARDITO VARIEDADES","","4169-5199","","HARLYN MELENDEZ","","1","1","1","","4"
"CON-775","VARIEDADES EMMANUEL","","3203-9407 / 4227-0082","","ANA PATRICIA RAYMUNDO LOPEZ","","2","1","1","","4"
"XCO-776","VARIEDADES EMMANUEL","","3203-9407 / 42270082","","ANA PATRICIA RAYMUNDO LOPEZ","","1","1","1","","4"
"XCO-777","J.P. ARREDONDO","","5442-7246","","JUAN PABLO ARREDONDO LOPEZ","","1","1","1","","4"
"XCO-778","IMPORTADORA GROW502","","30395783","","KEVIN HERNANDEZ","","1","1","1","","4"
"XCO-779","DAPHNE STORE","","5447-8522","","ELIZABETH GOMEZ","","1","1","1","","4"
"CON-780","BIOAGRO, S.A.","","2212-4583","","","","2","1","1","","3"
"XCO-781","FARMACEUTICA MAR, S.A.","","2490-3535","","","","1","1","1","","3"
"XCO-782","EUGENIA MONGE","","5503-6684","","","","1","1","1","","3"
"XCO-784","POPE SHOP","","4273-2944","","","","1","1","1","","3"
"XCO-786","MANUFACTURAS TEXTILES PERFECTA, S.A.","","2382-2351","","LEONEL MONTERROSO","","1","1","1","","3"
"XCO-787","MULTIREPUESTOS ALVAREZ S.A","","2234-9585","","GERBER RAMOS","","1","1","1","","3"
"CON-788","IMPORTADORA NORTE, S.A.","","2477-2400","","ANA AROCHE","","2","1","1","","3"
"XEL-789","EL ZEPPELIN , S.A.","","7873-7600","","LIDIA MEJIA","","3","1","1","","4"
"GUA-790","SERVICAT, S.A.","","2415-6565","","MARIO VILLATORO","","3","1","1","","4"
"XCO-791","SOLUCIONES LAGNET, S.A.","","5417-0850","","LUIS GATICA","","1","1","1","","4"
"CON-792","NATALI ROPA Y ACCESORIOS","","5455-8346","","SIRLY MAZARIEGOS","","2","1","1","","4"
"XCO-793","NATALI ROPA Y ACCESORIOS","","5455-8346","","SIRLY MAZARIEGOS","","1","1","1","","4"
"XCO-794","REPUESTOS EL PIBE","","3074-7121","","KEVIN HIDALGO","","1","1","1","","3"
"PRE-795","DISTRIBUIDORA DAKO","","5043-9992","","OSCAR RIVAS","","4","1","1","","3"
"XCO-796","DISTRIBUIDORA DAKO","","5043-9992","","OSCAR RIVAS","","1","1","1","","3"
