"code","name","address","phone","email","contact_name","contact_phone","payment_method_id","departament_id","town_id","prefix_origin","seller_id"
"XCO-372","COMERCIALIZADORA ESPIRAL","3 CALLE 13-66  ZONA 6","2288-1556","","N/A","0","1","1","1","CAP","4"
"XCO-373","CARLOS ROBERTO GARCIA TEJADA","AV CENTRAL 4-41  ZONA 4 BO EL MOLINO, CHIQUIMULA","4789-9939","","N/A","0","1","1","1","CAP","4"
"CON-374","DISGEMA","4AV 26-43 ZONA 3, CIUDAD","2440-5315","","N/A","0","2","1","1","CAP","4"
"XCO-375","PRONIAUTO","CALLE MARTI 11-22  ZONA 2","2254-8112","","N/A","0","1","1","1","CAP","4"
"XCO-376","AUTO REPUESTOS LINARES","C.C. META TERMINAL DEL NORTE LOCAL 61, ZONA 18","2266-1165","","N/A","0","1","1","1","CAP","4"
"XCO-377","PRONIAUTO","16AV A 17-20 ZONA 6, CIUDAD CAPITAL","2508-6076","","N/A","0","1","1","1","CAP","4"
"CON-378","GRUPO LOGAL S,A.","OFIBODEGAS SANTANDER BOD 19 CALZ SAN JUAN ZONA 7","2234-4043","","N/A","0","2","1","1","CAP","4"
"XCO-379","GRUPO LOGAL S,A.","OFIBODEGAS SANTANDER BOD 19 CALZ SAN JUAN ZONA 7","2234-4043","","N/A","0","1","1","1","CAP","4"
"PRE-380","MILAGRO PECUARIO S.A.","2 CALLE LOTE 5 ZONA 8 SAN CRISTOBAL MIXCO","2472-5103","","N/A","0","4","1","1","CAP","4"
"XCO-381","PLAYERAS QUETZAL","2 AVE 18-71  Z3, CIUDAD DE GUATEMALA","3338-6800","","N/A","0","1","1","1","CAP","4"
"XCO-382","IMPORTADORA SAN FERNANDO","DIAGONAL 22 5-20  ZONA 3","5525-3631","","N/A","0","1","1","1","CAP","4"
"CON-383","PINTURAS SEGA","9AV 17-07  ZONA 12","6629-7878 // 66297879","","N/A","0","2","1","1","CAP","4"
"XCO-384","LIBRERIA SAN PABLO","18 CALLE 20-71  ZONA 10  COL CONCEPCION BLV LOS PROCERES","2337-2963 // 2367-4031","","N/A","0","1","1","1","CAP","4"
"XCO-385","DIANA ARRIAZA","AV FERROCARRIL 8-54  ZONA 17 CASA FOLTENA NO6","5483-4485","","N/A","0","1","1","1","CAP","4"
"XCO-386","URBAN","6AV 15-55 ZONA 1","3399-2532","","N/A","0","1","1","1","CAP","4"
"CON-387","GUNTER PEÐA","3 CALLE 6-24 ZONA 2","5140-6282","","N/A","0","2","1","1","CAP","4"
"XCO-388","TIENDA LA MODERNA/JUANA MARIA TORRES","CALLE PRINCIPAL JOCOTAN, CHIQUIMULA","5389-2926","","N/A","0","1","1","1","CAP","4"
"XCO-389","MHR TOOLS","4 CALLE 5-31 ZONA 9","3105-7329","","N/A","0","1","1","1","CAP","4"
"CON-390","WEB CORP BUSINESS/MENSAJERIA EXPRESS GUATEMALA","23AV 1-60  ZONA 1","5821-9107","","N/A","0","2","1","1","CAP","4"
"XCO-391","DIANA BOSARREYES","AV FERROCARRIL 8-54 ZONA 17 CASA FLORENTINA NO 6","5483-4785","","N/A","0","1","1","1","CAP","4"
"XCO-392","MARDO OTONIEL PEREZ","BARRIO CRUZ DE MAYO, ZACAPA","5327-8792","","N/A","0","1","1","1","CAP","4"
"XCO-393","FORMULARIOS Y MAS","38 CALLE 1-89  ZONA 12 COL JAVIER, CIUDAD","4505-7337","","N/A","0","1","1","1","CAP","4"
"CON-394","FORMULARIOS Y MAS","38 CALLE 1-89 ZONA 12 COL JAVIER, CIUDAD","4505-7337","","N/A","0","2","1","1","CAP","4"
"CON-395","PROSEINSA","CALZADA ATANASIO TZUL 22-00 CORTIJO 2 BODEGA 223, ZONA 12 CIUDAD DE GUATEMA","2300-9595","","N/A","0","2","1","1","CAP","4"
"XCO-396","PROSEINSA","CALZADA ATANASIO TZUL 22-00 CORTIJO 2 BODEGA 223, ZONA 12 CIUDAD DE GUATEMA","2300-9595","","N/A","0","1","1","1","CAP","4"
"XCO-397","TIRES CORP S.A.","21 CALLE 5-55 ZONA 11 COL MARISCAL, CIUDAD","2376-1701 // 2376-1708","","N/A","0","1","1","1","CAP","4"
"XCO-398","PROMO INDUSTRIAS/FLORIDALMA GIRON","DIAG 25 41-75 ZONA 18","2335-3625","","N/A","0","1","1","1","CAP","4"
"CON-399","PROMO INDUSTRIA // FLORIDALMA GIRON","DIAG 25 41-75 ZONA 18","2335-3625","","N/A","0","2","1","1","CAP","4"
"XCO-400","INCAPROSA","18 CALLE 1-65  ZONA 1","2204-4111","","N/A","0","1","1","1","CAP","4"
"XCO-401","VICTORIA ELIZABETH GARCIA GARRIDO","CIUDAD","4502-0243","","N/A","0","1","1","1","CAP","4"
"CON-402","ARRENDADORA MARISCAL S.A.","3 CALLE A 12-66 ZONA 2 MIXCO, GUATEMALA","5202-3553","","N/A","0","2","1","1","CAP","4"
"XCO-403","GRAN SUPER MERCADO DE PACAS","5AV 32-20  ZONA 3, CIUDAD","3142-2642","","N/A","0","1","1","1","CAP","4"
"XCO-404","IMPORTADORA  DE PACAS T & T","ANILLO PERIFERICO 21-55 CARRIL AUXILIAR YEND PARA VILLA LINDA ZONA 7","5752-0445//2317-6446","","N/A","0","1","1","1","CAP","4"
"XCO-405","JULIO ALEXIS NAVARRO CARRERA","ALDEA QUIRIGUA LOS AMATES IZABAL","77922670-51620533","","N/A","0","1","1","1","CAP","4"
"XCO-407","CINCUENTA CINCUENTA","CIUDAD","22547262/55133722","","N/A","0","1","1","1","CAP","4"
"XCO-409","CARPICENTRO","3AV 8-70  ZONA 13 FTE A LOMAS DE PAMPLONA","2472-0715","","N/A","0","1","1","1","CAP","4"
"XCO-406","LUCAS DANNY DOMINGO NAJERA","5 CALLE 2-31  ZONA 2 BO SAN FRANCISCO, JALAPA","4232-5148","","N/A","0","1","1","1","CAP","4"
"CON-408","SIISA","43 CALLE 7-51 ZONA 12 COL MONTE MARIA 3","0","","N/A","0","2","1","1","CAP","4"
"XCO-410","DISAVET","LOTE 47 MANZ A SEC B PRADOS DE VILLA HERMOSA, SAN MIGUEL PETAPA","2464-6705","","N/A","0","1","1","1","CAP","4"
"XCO-411","TEXTIHOGAR","3AV 15-41  ZONA 2 FINCA EL ZAPOTE","2288-8945","","N/A","0","1","1","1","CAP","4"
"CON-412","TEXTIHOGAR","3AV 15-41  ZONA 2 FINCA EL ZAPOTE","2288-8945","","N/A","0","2","1","1","CAP","4"
"GUA-413","WEB CORP BUSINESS//MENSAJERIA EXPRESS GUATEMALA","23AV 1-60 ZONA 1, CIUDAD","5821-9107","","N/A","0","3","1","1","CAP","4"
"XCO-414","FUNDACION  UN TECHO PARA MI PAIS GUATEMALA","5 CALLE 17-31 ZONA 15 COL EL MAESTRO 2, CIUDAD","4972-9144","","N/A","0","1","1","1","CAP","4"
"CON-415","FUNDACION UN TECHO PARA MI PAIS GUATEMALA","5 CALLE 17-31 ZONA 15 COL EL MAESTRO  2, CIUDAD","4972-9144","","N/A","0","2","1","1","CAP","4"
"XCO-417","SPLASS GUATEMALA S,A.","AV REFORMA 164 COND REFORMA ZONA 9 OFI 106","2331-7231","","N/A","0","1","1","1","CAP","4"
"XCO-418","IMPCA","3 CALLE F SECB7 14-42 SAN CRISTOBAL ZONA 8 MIXCO","2259-7573","","N/A","0","1","1","1","CAP","4"
"XCO-419","INVERSIONES TAMAU","27AV 33-04 ZONA 12 COL SANTA ELISA","2209-7700","","N/A","0","1","1","1","CAP","4"
"XCO-420","ARRENDADORA MARISOL","3 CALLE A 12-66 ZONA 2 DE MIXCO","5901-7500","","N/A","0","1","1","1","CAP","4"
"XCO-421","K & N REPUESTOS","8AV 2-32 COL EL TESORO ZONA 2 MIXCO","2228-3820","","N/A","0","1","1","1","CAP","4"
"XCO-422","VOY A COMPRAR GT","1 CALLE 0-10  COL EL PRADO 2 AMATITLAN","3290-0836","","N/A","0","1","1","1","CAP","4"
"CON-423","AROMAS CREATIVOS","13AV 4-03 ZONA 1 CIUDAD","2431-8070","","N/A","0","2","1","1","CAP","3"
"XCO-424","ALMACEN EL TRIUNFADOR","18CALLE 3-32 ZONA 1, CIUDAD","2216-7950","","N/A","0","1","1","1","CAP","4"
"XCO-425","AUTO EMPAQUE LP","7AV 1-44  ZONA 9, CIUDAD","5377-3368","","N/A","0","1","1","1","CAP","4"
"XCO-426","VILMA ANTONIA QUIEJ","CENTRO DE ZUNIL, QUETZALTENANGO","3024-6031","","N/A","0","1","1","1","CAP","4"
"XCO-427","DISTRIBUIDORA INDUSTRIAL AG","3 CALLE 19-30 ZONA 8 DE MIXCO SAN CRISTOBAL C.C. EL DORADO LC 22-23","5633-3656","","EMMA PEDRO DE JESUS ALVAREZ GONZALEZ","0","1","1","1","CAP","4"
"XCO-428","ALUMINIOS MAYA","44 CALLE 18-01 ZONA 12","2476-6744 // 2295-9982","","N/A","0","1","1","1","CAP","4"
"XCO-429","TRACSER ,S.A","3 AV 12-38  ZONA 10 EDIF PASEO PLAZA NIVEL 10","2234-6526","","N/A","0","1","1","1","CAP","4"
"XCO-430","EQUIPOS SERIGRAFIAS Y DIGITALES S,A.","CORTIJO 2 BOD 221 ZONA 12","2226-3400","","N/A","0","1","1","1","CAP","4"
"CON-431","DISLUBSA","KM 17 CALZ ROOSEVELTH 2-00 ZONA 1, MIXCO","2293-9109","","N/A","0","2","1","1","CAP","4"
"XCO-432","QUINDECA","11AV 10-23  ZONA 1, CIUDAD","2327-6203","","N/A","0","1","1","1","CAP","4"
"XCO-433","IMADE","3 AV 13-74  ZONA 3 BOD 16 EL ROSARIO MIXCO, GUATEMALA","2431-3858","","N/A","0","1","1","1","CAP","4"
"XCO-434","DISTRIBUIDORA MIKE 2005","3 AV 19-25 A ZONA 1, CIUDAD","0","","N/A","0","1","1","1","CAP","4"
"CON-435","GRUPO LAVET // LABIPHARM","CALZ AGUILAR BATRES 48-02  ZONA 11, CIUDAD","2506-2222","","N/A","0","2","1","1","CAP","4"
"GUA-436","CENTRO DE SOLUCIONES S,A.","2 CALLE 15-56  ZONA 8 DE MIXCO SAN CRISTOBAL, GUATEMALA","2301-3232","","N/A","0","3","1","1","CAP","4"
"XCO-437","ARUSA REPUESTOS","29 CALLE 3-52  ZONA 12 COL EL CARMEN, CIUDAD","2247-6300","","N/A","0","1","1","1","CAP","4"
"XCO-438","URBANO GUOX","CIUDAD","3041-7220","","N/A","0","1","1","1","CAP","4"
"XCO-439","GIGANET","23 CALLE 14-75  ZONA 4 DE MIXCO COND NARANJO","2311-9000","","N/A","0","1","1","1","CAP","4"
"XCO-440","NEKTECH","CALZADA ROOSEVELT 32-59 ZONA 11 BODEGA 2","2383-5900","","N/A","0","1","1","1","CAP","4"
"XCO-441","PURIFICADORA DE AGUA EL CHAPARRO // JOSE SANDOVAL","1AV A 11-63  ZONA 2 COL EL CHAPARRO, ZACAPA","4667-3906","","N/A","0","1","1","1","CAP","4"
"XCO-442","PPM INDUSTRIA MANUFACTURERA DE PLASTICO Y PAPEL S,A.","KM 33 CARR SALVADOR ALDEA SAN JOSE EL CHILERO, VILLA CANALES","6625-4500","","N/A","0","1","1","1","CAP","4"
"XCO-443","VITATRAC S,A.","CALZ ROOSEVELTH 36-59 ZON 11","2323-6000","","N/A","0","1","1","1","CAP","1"
"XCO-444","DAVID FLORES","2AV 3-22  ZONA 2 BO LA ESTACION ZACAPA","5633-1055","","N/A","0","1","1","1","CAP","4"
"XCO-445","SMART SUPPLIERS","KM  21.5 CARR SALVADOR FRAIJANES, CIUDAD","4142-3894","","N/A","0","1","1","1","CAP","4"
"GUS-446","COMERCIAL SAN CRISTOBAL","1AV A 4-98  ZONA 2 SANARATE, GUASTATOYA","0","","N/A","0","3","1","1","CAP","4"
"XCO-447","COMERCIAL SAN CRISTOBAL","1AV A 4-98  ZONA 2 SANARATE, GUASTATOYA","0","","N/A","0","1","1","1","CAP","4"
"XCO-448","BRANDON LANDAVERRY","12AV 18-71  ZONA 7 DE MIXCO, CIUDAD","4928-8334","","N/A","0","1","1","1","CAP","4"
"CON-449","CALA","6AV ZONA 2 CANTEL, QUETZALTENANGO","3034-8337","","N/A","0","2","1","1","CAP","4"
"XCO-450","ALGADA COMPU SYSTEMS // GABRIELA ELISA SANCHEZ GARCIA","4 CALLE 15-97 ZONA 6 CIUDAD","2288-1702","","N/A","0","1","1","1","CAP","4"
"GUA-451","ALGADA COMPU SYSTEMS//GABRIELA ELISA SANCHEZ GARCIA","4 CALLE 15-97 ZONA 6, CIUDAD","2288-1702","","N/A","0","3","1","1","CAP","4"
"CON-452","WILLIAMS VINICIO MOLLER ARRIAZA","LA LABOR SAN LUCAS CASA 3 ZONA 11 QUETZALTENANGO","5713-2422","","N/A","0","2","1","1","CAP","4"
"XCO-453","WILLIAMS VINICIO MOLLER ARRIAZA","LA LABOR SAN LUCAS CASA 3 ZONA 11, QUETZALTENANGO","5713-2422","","N/A","0","1","1","1","CAP","4"
"CON-454","CORPROMA//RES CENTROAMERICANA DE DISTRIBUCION//KARYN LEONARDA","CENTRO EMPRESARIAL LA PAZ BO 201 ZONA 17, CIUDAD","5511-3323","","N/A","0","2","1","1","CAP","4"
"CON-455","MOTO TOTAL","1AV 2-51  ZONA 1 BOCA DEL MONTE, CIUDAD","4804-1369","","N/A","0","2","1","1","CAP","4"
"XCO-456","MOTO TOTAL","1AV 2-51  ZONA 1 BOCA DEL MONTE, GUATEMALA","4804-1369","","N/A","0","1","1","1","CAP","4"
"XCO-457","COMERCIALIZADORA VILLELA//WELLINGTON CALLEJAS","CALLE REAL LOTE 4 COL LA LADRILLERA AMATITLAN, GUATEMALA","59379989","","N/A","0","1","1","1","CAP","4"
"XCO-458","TIENDA LOS HERMANOS // JACINTO CARRILLO","FTE A ELEKTRA ZACAPA","5758-9165","","N/A","0","1","1","1","CAP","4"
"CON-459","MARY PERDOMO / VENTA DE PUROS","ALDEA EL TERRERRO, ZACAPA","4996-5336","","MARY PERDOMO","0","2","1","1","CAP","3"
"XCO-460","EL MUNDO DE CARTON S,A.","ATANASIO TZUL 22-00  ZONA 12 CORTIJO  2 BOD-102","2476-3067","","N/A","0","1","1","1","CAP","4"
"XCO-461","DAVID DOMINGO NAJERA","5 CALLE 5-31 ZONA 2 BO SAN FRANCISCO, JALAPA","7922-3031 // 4241-8769","","N/A","0","1","1","1","CAP","4"
"GUA-462","VITATRAC ,S.A","CALZ AGUILAR BATRES 56-18 ZONA 11, CIUDAD","2419-3339","","N/A","0","3","1","1","CAP","1"
"XCO-463","MIGUEL ABDIAS DE LA CRUZ","13 CALLE A 13-40  ZONA 3, CIUDAD","4994-0945","","N/A","0","1","1","1","CAP","4"
"XCO-464","SARA MARIA BETZABE SUAREZ AGUILAR","KM 28.5 CARR AL PACIFICO CASA 25 SEC 9 RESI LOS ESPARRAGOS, AMATITLAN","3516-3954","","N/A","0","1","1","1","CAP","4"
"CON-465","EDITORA EDUCATIVA","17AV 6-15  ZONA 3, QUETZALTENANGO","7766-9145","","N/A","0","2","1","1","CAP","3"
"XCO-466","EDITORA EDUCATIVA","17AV 6-15  ZONA 3, QUETZALTENANGO","7766-9145","","N/A","0","1","1","1","CAP","3"
"CON-467","PUBLICACIONES INTERNACIONALES BOOKSTORE","17AV 6-15  ZONA 3, QUETZALTENANGO","5604-6612","","N/A","0","2","1","1","CAP","3"
"XCO-468","PUBLICACIONES INTERNACIONALES BOOKSTORE","17AV 6-15 ZONA 3, QUETZALTENANGO","5604-6612","","N/A","0","1","1","1","CAP","3"
"XCO-469","MONICA ARANSEZU GUZMAN CALDERON","3AV 2-32  ZONA 3 BO SAN FRANCISCO COATEPEQUE, QUETZALTENANGO","4752-3410","","N/A","0","1","1","1","CAP","4"
"GUA-470","CALIDAD QUIMICA S,A.","12AV 5-36  ZONA 11 COL ROOSEVELTH, CIUDAD","3102-0402","","N/A","0","3","1","1","CAP","4"
"XCO-471","GRUPO AB","4 CALLE 13-15 ZONA 7 COL QUINTA SAMAYOA, CIUDAD","4792-4420","","N/A","0","1","1","1","CAP","4"
"CON-472","GRUPO AB","4 CALLE 13-15  ZONA 7 COL QUINTA SAMAYOA, CIUDAD","4792-4420","","N/A","0","2","1","1","CAP","4"
"CON-473","MACRO SISTEMAS","BOD 2 15AV FINAL SUR 6-56  ZONA 1, CHIQUIMULA","7790-1818","","N/A","0","2","1","1","CAP","4"
"XCO-474","ACXEL LIMA","CABAÐAS, ZACAPA","5877-1243","","N/A","0","1","1","1","CAP","4"
"XCO-475","MARIANA JOSE RODRIGUEZ  NOGUERA","BO EL PUENTE 1-0  ZONA 2 QUEZALTEPEQUE, CHIQUIMULA","3200-5050","","N/A","0","1","1","1","CAP","4"
"XCO-476","ZABDI//ALEJANDRO BRAN","ZACAPA","3331-7940","","N/A","0","1","1","1","CAP","4"
"XCO-477","LORENA DIAZ","ALDEA LAS PALMAS COATEPEQUE","5822-9520","","N/A","0","1","1","1","CAP","4"
"XCO-478","LILIAN AMANDA ROSSAL DE CASTILLO","0 CALLE B 17-26  ZONA 15 COL EL MAESTRO, CIUDAD","5949-5426","","N/A","0","1","1","1","CAP","4"
"XEL-479","CORPORACION PHARA S,A.","5 CALLE 8-23  ZONA 1 LA ESPERANZA, QUETZALTENANGO","7728-1717","","N/A","0","3","1","1","CAP","3"
"XEL-480","FARMACOS ECONOMICOS S,A.","5 CALLE 823  ZONA 1 LA ESPERANZA, QUETZALTENANGO","7728-1717","","N/A","0","3","1","1","CAP","3"
"XEL-481","LABORATORIO PHARA S,A.","5 CALLE 823  ZONA 1 LA ESPERANZA, QUETZALTENANGO","77281758 // 7728-1760","","N/A","0","3","1","1","CAP","3"
"XCO-482","ZONA ACCESORIOS //ROBERTO DELGADO","46 CALLE 24-50 ZONA 12 OFIBODEGA 5 ZENTROPLAZA SUR","5813-8905","","N/A","0","1","1","1","CAP","4"
"XCO-483","MARSA INVERSIONES S,A.","3 CALLE 12-21  ZONA 2 DE MIXCO, GUATEMALA","5526-2820","","N/A","0","1","1","1","CAP","4"
"XCO-484","ALIMENTOS TERRAE S,A.","KM 17 CALZ ROOSEVELTH 2-00 ZONA 1 MIXCO, GUATEMALA","54148922","","N/A","0","1","1","1","CAP","4"
"XCO-485","MANUEL ARMAS","17 CALLE 22-44 ZONA 10, CIUDAD","2293-7550","","N/A","0","1","1","1","CAP","4"
"XCO-486","COMPUACCESORIOS","18  CALLE 24-20  ZONA 10, CIUDAD","2498-9494","","N/A","0","1","1","1","CAP","3"
"XCO-487","AUTOCREMALLERAS MORALES","8AV 36-47  A ZONA 8, CIUDAD","5014-4543","","N/A","0","1","1","1","CAP","4"
"XCO-488","EVERPRINT GUATEMALA, S.A.","6TA. AVENIDA 13-28 ZONA 9, GUATEMALA, GUATEMALA","5570-4266","","N/A","0","1","1","1","CAP","4"
"XCO-489","PROEZAS IMPORT","KM 17.5 CARR SALVADOR ARRASOLA  I LOTE 19 APTO 3, FRAIJANES","5819-6365","","N/A","0","1","1","1","CAP","4"
"CON-490","BENTO KIDS","12 CALLE 3-15 ZONA 14 , CIUDAD","5161-4371","","N/A","0","2","1","1","CAP","4"
"CON-491","SERVICOM","11 CALLE  3-11  ZONA 10, CIUDAD","2201-4444","","N/A","0","2","1","1","CAP","4"
"XCO-492","EQUIVALENZA","24AV 1-65  ZONA 11  COL TOLEDO, CIUDAD","5473-0213","","N/A","0","1","1","1","CAP","4"
"XCO-493","ENMER ESTHER RAFAEL  // MODA Y MAS","1 CALLE  1-36  ZONA 4 , SAN JOSE PINULA","5510-5108","","N/A","0","1","1","1","CAP","4"
"CON-494","ENMER ESTHER RAFAEL // MODA Y MAS","1 CALLE  1-36  ZONA 4 SAN JOSE PINULA","5510-5108","","N/A","0","2","1","1","CAP","4"
"XCO-495","MINDY VASQUEZ","12AV 13-33  ZONA 2, CIUDAD","4190-2717","","N/A","0","1","1","1","CAP","4"
"XCO-496","NAT & CO MAYOREO","30 AV 6-20 ZONA 11 RESIDENCIALES V","3034-9521á/á4013-7014","","N/A","0","1","1","1","CAP","3"
"XCO-497","MEGANUTRITION//FREDY ORELLANA","22AV A 28-56  COND PASEO DE LOS PUENTES ZONA 7 SAN MIGUEL PETAPA","6610-3312","","N/A","0","1","1","1","CAP","4"
"GUA-498","RANERO LOGISTIC","11 CALLE  5-59  ZONA 9, CIUDAD","2362-1900","","N/A","0","3","1","1","CAP","3"
"XCO-499","SUMINISTROS ELECTRICOS S,A.","19 CALLE 8-42 ZONA 11, CIUDAD","2506-8600","","N/A","0","1","1","1","CAP","4"
"GUA-500","DROGUERIA EXCEL","5AV 16-62  ZONA 10 EDIF. PLATINA, CIUDAD","2367-5766","","N/A","0","3","1","1","CAP","3"
"XCO-501","BONJOUR","10AV 2-78  ZONA 16 COL LOURDES","4121-7228","","N/A","0","1","1","1","CAP","4"
"XCO-502","ESTAVIOS BONSAY","12 CALLE  0-85  ZOINA 9, CIUDAD","4198-8572","","N/A","0","1","1","1","CAP","4"
"XCO-503","UNIREFRI","3 CALLE 4-11  ZONA 9, CIUDAD","2226-8500","","N/A","0","1","1","1","CAP","4"
"XCO-504","DISTRIBUIDORA GRANADA","5AV 6-71  ZONA 9, CIUDAD","2215-4500","","N/A","0","1","1","1","CAP","4"
"XCO-505","DELTA FRIO  DE GUATEMALA","5AV 3-41  ZONA 9, CIUDAD","2234-7184","","N/A","0","1","1","1","CAP","4"
"XCO-506","DISTRIBUIDORA DINOSAURIOS // RUBEN SANCHEZ","CALLE RODOLFO ROBLES 23-05 ZONA 1, QUETZALTENANGO","5621-6837","","N/A","0","1","1","1","CAP","4"
"XCO-507","BEE EVENTOS /// ANA LOPEZ","CALLE RODOLFO ROBLES 23-09 ZONA 1, QUETZALTENANGO","5653-6150","","N/A","0","1","1","1","CAP","4"
"XCO-9","RECYCLE & SHOP","5 CALLE 16-04  COL LA ISLA EL MAESTRO  2 ZONA 15 , CIUDAD","5417-7274","","N/A","0","1","1","1","CAP","4"
"XCO-10","OKASA HOGAR Y VARIEDADES","0AV 2-16  ZONA 2 EL PROGRESO JUTIAPA","5997-6235","","N/A","0","1","1","1","CAP","4"
"XCO-11","DISTRIBUIDORA GABRIELA","1 CALLE  4-37  ZONA 11, CIUDAD","4768-6751","","N/A","0","1","1","1","CAP","4"
"XCO-17","NOE ANTONIO MARTINEZ SAMAYOA","5AV 13-99  ZONA 4 BO CERRO COLORADO, JUTIAPA","5709-4394","","N/A","0","1","1","1","CAP","4"
"XCO-27","MAKSA","5 CALLE  4-27  ZONA 9, CIUDAD","2334-0716","","N/A","0","1","1","1","CAP","4"
"XCO-28","ARNULFA HERNANDEZ","BO NUEVO ITALIA GENOVA COSTA CUCA, QUETZALTENANGO","5821-0111","","N/A","0","1","1","1","CAP","4"
"XCO-35","MIRNA GONZALEZ","2AV 51-61  ZONA 11, CIUDAD","4041-7337","","N/A","0","1","1","1","CAP","4"
"GUA-8","ALDOS DE ITALIA S,A.","COMPLEJO INDUSTRIAL NORTE BOD 6 ZONA 6 DE MIXCO","2433-0725","","N/A","0","3","1","1","CAP","4"
"XCO-509","FARMACIA PAZ RODRIGUEZ VALDEZ  S,A.","ZACAPA","4602-1895","","N/A","0","1","1","1","CAP","4"
"GUA-508","EXPORTADORA ENLASA S,A.","1 CALLE 18-60  ZONA 4 VILLA NUEVA","2328-1800","","N/A","0","3","1","1","CAP","4"
"XCO-509","FARMACIA PAZ RODRIGUEZ VALDEZ  S,A.","ZACAPA","4602-1895","","N/A","0","1","1","1","CAP","4"
"XCO-510","SOFI COSMETICOS","5AV 10-01  ZONA 12 COL REFORMITA , CIUDAD","5077-5150","","N/A","0","1","1","1","CAP","4"
"XCO-511","EDWIN DIAZ","SEC EL PORVENIR IPALA, CHIQUIMULA","4653-6364","","N/A","0","1","1","1","CAP","4"
"XCO-512","EDITORIAL SENDA DE VIDA","19AV 8-02  ZONA 2 COL LA REFORMITA, CIUDAD","2440-7678","","N/A","0","1","1","1","CAP","4"
"XCO-513","FERNANDA DE LEON","LOTIFICACION EL ARROYO COATEPEQUE QUETZALTENANGO","5591-7260","","N/A","0","1","1","1","CAP","4"
"XCO-514","EDWIN LOPEZ","36 CALLE  3-25  ZONA 8 , CIUDAD","4426-0187","","N/A","0","1","1","1","CAP","4"
"XCO-515","ODALIS DIAZ","LAS PALMAS COATEPEQUE, QUETZALTENANGO","5381-1609","","N/A","0","1","1","1","CAP","4"
"XCO-516","MARIA FERNANDA SALVATIERRA","9 CALLE  2-9  COL VASQUEZ COND RENACER ZONA 21","5641-8411","","N/A","0","1","1","1","CAP","4"
"XCO-517","AZUL TURQUESA","2 CALLE  11-13  SEC B4 ZONA 8 DE MIXCO CD SAN CRISTOBAL","2258-8268","","N/A","0","1","1","1","CAP","4"
"CON-518","AZUL TURQUESA","2 CALLE  11-13  SEC B4 ZONA 8 CD SAN CRISTOBAL MIXCO","2258-8268","","N/A","0","2","1","1","CAP","4"
"XCO-519","HELLEN SOSA","2AV 51-6 ZONA 11 COL CASTAÐAS","5744-1253","","N/A","0","1","1","1","CAP","4"
"XCO-520","IRMA CARINA PALMA NOVA","LOTE 38 SEC B RESI MARIA EUGENIA, JUTIAPA","5807-7562","","N/A","0","1","1","1","CAP","4"
"XCO-521","ASGREN","1AV 8-34  ZONA 2 COL GUADALUPE ZONA 3 VILLA NUEVA","5933-8543","","N/A","0","1","1","1","CAP","4"
"XCO-522","CHINA DEPOT","CIUDAD","4445-5558","","N/A","0","1","1","1","CAP","4"
"XCO-523","TU ESTILO","1AV CALLEJON ENTRER CALLE TRANSITO ROJAS  Y BO EL PORVENIR ZONA 4, JALAPA","4257-5832","","N/A","0","1","1","1","CAP","4"
"XCO-86","CAPAS CICLON","AV BOLIVAR 21-36 ZONA 1,CIUDAD","2285-0114","","N/A","0","1","1","1","CAP","4"
"XCO-20","ECOINNOVACIONES","7AV  3-50  ZONA 19 COL LA FLORIDA, CIUDAD","3513-2923","","N/A","0","1","1","1","CAP","4"
"XCO-21","BEAUTY STEEL","17AV 20-75  C.C. NOVICENTRO ZONA 11, CIUDAD","2476-6507","","N/A","0","1","1","1","CAP","4"
"XCO-23","POLAIRE","13 CALLE  15-02  ZON 12 COL REFORMITA, CIUDAD","2293-9008","","N/A","0","1","1","1","CAP","4"
"XCO-51","DE TODO PARA TUS MOÐOS GT","13 CALLE CASA 78 BRISAS DEL VALLE VILLA CANALES, GUATEMALA","4223-9173","","N/A","0","1","1","1","CAP","4"
"CON-524","ALMACEN CENTRO TELAS // TISSU S,A.","16 CALLE  4-56  ZONA 1, GUATEMALA","2230-1292 // 2230-6674","","N/A","0","2","1","1","CAP","4"
"XCO-525","GOLDEN PLATE","AMATITLAN, GUATEMALA","5495-9047","","N/A","0","1","1","1","CAP","4"
"XCO-526","MARGARITA BENEDETTI","0 CALLE 21-65  ZONA 15 . V.H. 2, CIUDAD","3013-3544","","N/A","0","1","1","1","CAP","4"
"CON-527","DISTRIBUIDORA FABY","3AV 18-24  ZONA 1, CIUDAD","2253-7775","","N/A","0","2","1","1","CAP","4"
"XCO-528","CUERINAS Y TAPICES","4AV 14-64  ZONA 1, GUATEMALA","5700-2626","","N/A","0","1","1","1","CAP","4"
"XCO-529","S.Y.F SUPLIES","KM 22.5 CARR SALVADOR COND LA FONTANA SAN JOSE PINULA, GUATEMALA","5918-3173","","N/A","0","1","1","1","CAP","4"
"XCO-530","GRUPO TEXTIL GUATEMALA","8AV 8-72  ZONA 2 SAN MIGUEL PETAPA, GUATEMALA","5105-8523","","N/A","0","1","1","1","CAP","4"
"XCO-531","IMPORTADORA SURTIPARTES","33 CALLE 9-06 ZONA 8, GUATEMALA","2471-4912","","N/A","0","1","1","1","CAP","4"
